Food group;NEVO-code;Engelse naam/Food name;Hoeveelheid/Quantity;Opmerking;Bevat sporen van/Contains traces of;Is verrijkt met/Is fortified with;ENERCJ (kJ);ENERCC (kcal);WATER (g);PROT (g);PROTPL (g);PROTAN (g);NT (g);TRP (mg);FAT (g);FACID (g);FASAT (g);FAMSCIS (g);FAPU (g);FAPUN3 (g);FAPUN6 (g);FATRS (g);CHO (g);SUGAR (g);STARCH (g);POLYL (g);FIBT (g);ALC (g);OA (g);ASH (g);CHORL (mg);NA (mg);K (mg);CA (mg);P (mg);MG (mg);FE (mg);HAEM (mg);NHAEM (mg);CU (mg);SE (µg);ZN (mg);ID (µg);VITA_RAE (µg);VITA_RE (µg);RETOL (µg);CARTBTOT (µg);CARTA (µg);LUTN (µg);ZEA (µg);CRYPXB (µg);LYCPN (µg);VITD (µg);CHOCALOH (µg);CHOCAL (µg);ERGCAL (µg);VITE (mg);TOCPHA (mg);TOCPHB (mg);TOCPHD (mg);TOCPHG (mg);VITK (µg);VITK1 (µg);VITK2 (µg);THIA (mg);RIBF (mg);VITB6 (mg);VITB12 (µg);NIAEQ (mg);NIA (mg);FOL (µg);FOLFD (µg);FOLAC (µg);VITC (mg);F4:0 (g);F6:0 (g);F8:0 (g);F10:0 (g);F11:0 (g);F12:0 (g);F13:0 (g);F14:0 (g);F15:0 (g);F16:0 (g);F17:0 (g);F18:0 (g);F19:0 (g);F20:0 (g);F21:0 (g);F22:0 (g);F23:0 (g);F24:0 (g);F25:0 (g);F26:0 (g);FASATXR (g);F10:1CIS (g);F12:1CIS (g);F14:1CIS (g);F16:1CIS (g);F18:1CIS (g);F20:1CIS (g);F22:1CIS (g);F24:1CIS (g);FAMSCXR (g);F18:2CN6 (g);F18:2CN9 (g);F18:2CT (g);F18:2TC (g);F18:2R (g);F18:3CN3 (g);F18:3CN6 (g);F18:4CN3 (g);F20:2CN6 (g);F20:3CN9 (g);F20:3CN6 (g);F20:3CN3 (g);F20:4CN6 (g);F20:4CN3 (g);F20:5CN3 (g);F21:5CN3 (g);F22:2CN6 (g);F22:2CN3 (g);F22:3CN3 (g);F22:4CN6 (g);F22:5CN6 (g);F22:5CN3 (g);F22:6CN3 (g);F24:2CN6 (g);FAPUXR (g);F10:1TRS (g);F12:1TRS (g);F14:1TRS (g);F16:1TRS (g);F18:1TRS (g);F18:2TTN6 (g);F18:3TTTN3 (g);F20:1TRS (g);F20:2TT (g);F22:1TRS (g);F24:1TRS (g);FAMSTXR (g);FAUN (g);cleaned_name;nutrition_index;flavour_index;flavour_name
Vegetables;136;peas and carrots tinned;per 100g;Gem van gewoon en extra fijn.;;;235;56;85,8;3,4;3,4;0;;;0,5;0,4;0,1;0;0,3;0,1;0,2;0;7;3,2;3,7;0;4,8;0;;;0.0;146.0;120.0;29.0;58.0;13.0;1;0;1;0,1;1.0;0,58;2;159.0;318.0;0.0;1670.0;478.0;1029.0;24.0;0.0;4.0;0;0;0;0;0,5;0,4;0;0;1,3;13,1;13,1;;0,06;0,05;0,053;0;;0,5;22;22;0;1.0;0;0;0;0;0;0;0;0,01;0;0,09;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,03;0;0;0;0;0,15;0;0;0;0;0,11;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;peas  carrots;107;288.0;
Fruits;137;olives green in brine tinned/glass;per 100g;;;;463;113;83,6;0,9;0,9;0;;;11;10,6;1,6;7,9;1;0,1;0,9;0;0,5;0,5;0;0;4;0;;;0.0;1707.0;91.0;61.0;17.0;22.0;1,8;0;1,8;0,23;1.0;0,22;;24.0;48.0;0.0;280.0;0.0;510.0;;19.0;0.0;0;0;0;0;2;;;;;1,4;1,4;;0,02;0,01;0,02;0;;0,2;3;3;0;0.0;0;0;0;0;0;0;0;0;0;1,26;0,01;0,31;0;0,04;0;0,01;0;0,01;0.0;0.0;0;0;0;0;0,1;7,81;0,02;0;0;0;0,87;0;0;0;0;0,06;0;0;0;0.0;0;0;0;0,03;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0,01;0;0;0;0;0.0;0;0.0;0;0,01;olives   brine /;108;307.0;olive
Vegetables;138;beans runner tinned;per 100g;;;;84;20;93;1,1;1,1;0;;;0,3;0,2;0,1;0;0,1;0;0;0;2,3;0,4;1,9;0;2,1;0;;;0.0;156.0;100.0;30.0;25.0;12.0;1;0;1;0,04;1.0;0,2;;21.0;43.0;0.0;114.0;287.0;495.0;0.0;;38.0;0;0;0;0;0,2;;;;;26;26;;0,02;0,03;0,02;0;;0,2;42;42;0;2.0;0;0;0;0;0;0;0;0;0;0,08;0;0,03;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,04;0;0;0;0;0,04;0;0;0;0;0,04;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;beans runner;109;284.0;beans
Vegetables;139;beans french tinned;per 100g;;;;110;26;91,4;1,6;1,6;0;;;0,3;0,3;0,1;0,1;0,1;0,1;0,1;0;2,9;0,8;2,2;0;2,6;0;;;0.0;162.0;127.0;49.0;20.0;12.0;0,5;0;0,5;0,08;0.0;0,26;3;24.0;49.0;0.0;280.0;25.0;370.0;2.0;2.0;2.0;0;0;0;0;0,1;0;0;0;0,3;16;16;;0,03;0,05;0,027;0;;0,4;27;27;0;3.0;0;0;0;0;0;0;0;0;0;0,08;0;0,03;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,06;0;0;0;0;0,06;0;0;0;0;0,05;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;beans;110;284.0;beans
Vegetables;140;spinach tinned;per 100g;;;;131;31;91,7;3,2;3,2;0;;;0,9;0,7;0,1;0;0,5;0,4;0,1;0;1,3;0,7;0,6;0;3;0;;;0.0;112.0;250.0;200.0;40.0;77.0;1,4;0;1,4;0,07;2.0;0,6;2;325.0;651.0;0.0;3871.0;9.0;6628.0;18.0;57.0;150.0;0;0;0;0;3,5;3,4;0;0;0,4;575;575;0;0,01;0,1;0,1;0;;0,3;89,9;89,9;0;10.0;0;0;0;0;0;0;0;0;0;0,09;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0,02;0,03;0;0;0;0;0,09;0;0;0;0;0,44;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;spinach;111;396.0;spinach
Vegetables;141;tomato puree concentrated tinned;per 100g;;FAT;;370;87;73;4,5;4,5;0;0,7;23.0;0;0;0;0;0;0;0;0;15,5;12,9;2,6;0;3,7;0;;3,3;0.0;269.0;1280.0;49.0;108.0;51.0;2,5;0;2,5;0,26;1.0;0,53;2,2;113.0;226.0;0.0;1358.0;0.0;478.0;1.0;1.0;38193.0;0;0;0;0;1;;;;;13;13;;0,16;0,13;0,219;0;3,8;3,4;41,2;41,2;0;13.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;tomato  concentrated;112;364.0;tomato
Vegetables;142;beans broad tinned;per 100g;;;;305;73;84,1;5,8;5,8;0;;;0,6;0,4;0,1;0;0,3;0,1;0,2;0;8,5;2,2;6,4;0;5,3;0;;;0.0;130.0;150.0;47.0;80.0;22.0;0,8;0;0,8;0,09;1.0;0,9;6;14.0;29.0;0.0;171.0;4.0;588.0;0.0;0.0;0.0;0;0;0;0;0,7;;;;;11,4;11,4;;0,12;0,12;0,04;0;;1;131;131;0;7.0;0;0;0;0;0;0;0;0,01;0;0,1;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,03;0;0;0;0;0,17;0;0;0;0;0,12;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;beans broad;113;284.0;beans
Vegetables;143;carrot tinned;per 100g;;;;122;29;93;0,7;0,7;0;;;0,2;0,1;0;0;0,1;0;0,1;0;5,3;3,8;1,6;0;1,8;0;;;0.0;153.0;104.0;25.0;15.0;5.0;0,2;0;0,2;0,06;1.0;0,14;2,5;713.0;1427.0;0.0;7250.0;2617.0;235.0;2.0;2.0;2.0;0;0;0;0;0,6;;;;;7,4;7,4;;0,01;0,01;0,048;0;;0,3;5;5;0;1.0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;carrot;114;368.0;carrot
Vegetables;144;silver-skin onion sweet pickled glass;per 100g;;CARTA, CARTBTOT, CRYPXB, VITA_RAE, VITA_RE;;142;34;91;0,6;0,6;0;;;0,1;0,1;0;0;0;0;0;0;6,9;4,8;2,1;0;1,4;0;;;0.0;335.0;88.0;25.0;25.0;5.0;0,6;0;0,6;0,04;1.0;0,1;;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0;0;0;0;0,1;;;;;0,5;0,5;;0;0;0,116;0;;0;14;14;0;2.0;0;0;0;0;0;0;0;0;0;0,03;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,03;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;silver- onion sweet;115;348.0;onion
Vegetables;145;cabbage red glass;per 100g;Betreft rode kool zonder appeltjes.;;;169;40;86,1;0,8;0,8;0;;;0,2;0,1;0;0;0,1;0,1;0;0;7,9;7,5;0,4;0;2;0;;;0.0;225.0;170.0;36.0;25.0;7.0;0,3;0;0,3;0,06;1.0;0,13;2;0.0;1.0;0.0;3.0;3.0;3.0;3.0;3.0;3.0;0;0;0;0;0,1;0,1;0;0;0,1;47,6;47,6;;0,03;0,02;0,076;0;;0,6;21,3;21,3;0;13.0;0;0;0;0;0;0;0;0;0;0,02;0;0,01;0;0;0,01;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,03;0;0;0;0;0,06;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0,01;;116;353.0;cabbage
Vegetables;146;spinach frozen boiled;per 100g;;SE;;102;24;92;2,3;2,3;0;0,4;;0,4;0,3;0;0;0,3;0,2;0;0;1,7;0,9;0,8;0;2,4;0;;1,2;0.0;25.0;339.0;162.0;44.0;34.0;1,2;0;1,2;0,09;0.0;0,83;2;321.0;641.0;0.0;3801.0;71.0;6490.0;0.0;22.0;0.0;0;0;0;0;1,7;;;;;575;575;0;0,06;0,11;0,05;0;;1,1;63;63;0;8.0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0,01;0,02;0;0;0;0;0,04;0;0;0;0;0,21;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;spinach;117;396.0;spinach
Fruits;147;apple wo skin av;per 100g;;;;232;55;85,8;0,2;0,2;0;;3.0;0,1;0,1;0;0;0,1;0;0,1;0;12;11,2;0,9;0;1,6;0;0,5;0,3;0.0;1.0;103.0;3.0;8.0;4.0;0,1;0;0,1;0,03;0.0;0,08;2,5;1.0;2.0;0.0;10.0;0.0;14.0;2.0;9.0;7.0;0;0;0;;0,1;0,1;0;0;0;0,6;0,6;0;0,01;0,01;0,031;0;0,2;0,1;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0.0;0.0;;0;0;0;0;0;0;0;0;;0,06;0;0;0;0;0,02;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;;;;118;162.0;apple
Fruits;148;strawberries;per 100g;;;;123;29;91,2;0,7;0,7;0;;;0;0;0;0;0;0;0;0;5,1;5,1;0;0;1,1;0;1,2;;0.0;3.0;183.0;15.0;29.0;13.0;0,5;0;0,5;0,04;0.0;0,12;;1.0;2.0;0.0;11.0;1.0;13.0;0.0;0.0;0.0;0;0;0;0;0,4;0,4;0;0;0,2;3;3;;0,02;0,03;0,056;0;;0,3;65;65;0;60.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;strawberries;119;234.0;strawberry
Fruits;150;pineapple;per 100g;;;;229;54;85,6;0,5;0,5;0;;7.0;0,1;0,1;0;0;0,1;0;0;0;12;11,6;0,4;0;1,6;0;;0,2;0.0;0.0;116.0;12.0;8.0;15.0;0,2;0;0,2;0,1;0.0;0,2;;4.0;9.0;0.0;50.0;0.0;4.0;3.0;8.0;0.0;0;0;0;0;0,1;0;0;0;0,1;0,2;0,2;;0,08;0,02;0,086;0;0,4;0,3;0;0;0;43.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,03;0;0;0;0;0,02;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;pineapple;121;162.0;pineapple
Fruits;151;banana;per 100g;;;;391;92;75,3;1,1;1,1;0;;10.0;0,3;0,2;0,1;0;0,1;0;0;0;20;15,5;4,5;0;1,9;0;0,5;0,8;0.0;0.0;374.0;6.0;28.0;28.0;0,3;0;0,3;0,09;4.0;0,25;2,5;5.0;10.0;0.0;40.0;39.0;29.0;1.0;0.0;0.0;0;0;0;0;0,2;0,2;0;0;0;0,3;0,3;0;0,04;0,03;0,291;0;1;0,8;8,6;8,6;0;8.0;0;0;0;0;;0;;0;0;0,07;0;0,01;;0;;0;;0;;;;;;0;0;0,03;0;0;;0;0,03;;;;;0,04;;0;0;;;;;;0;;;;0;0;;;0;;0;;;;;0;;;;;;;;;banana;122;167.0;banana
Fruits;152;blueberries;per 100g;;SE;;219;52;85,6;0,7;0,7;0;;;0;0;0;0;0;0;0;0;11;10;1;0;2,4;0;;0,2;0.0;1.0;85.0;5.0;12.0;5.0;0,3;0;0,3;0,08;0.0;0,2;;4.0;7.0;0.0;43.0;0.0;140.0;0.0;2.0;0.0;0;0;0;0;0,6;0,6;0;0;0,4;19,3;19,3;;0,02;0,03;0,05;0;;0,3;6;6;0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;blueberries;123;223.0;blueberry
Fruits;153;redcurrants;per 100g;;;;152;36;88,7;1,1;1,1;0;0,2;;0;0;0;0;0;0;0;0;4,4;4,4;0;0;3,4;0;2,4;;0.0;2.0;295.0;20.0;40.0;13.0;1;0;1;0,12;0.0;0,2;;2.0;4.0;0.0;24.0;0.0;70.0;2.0;0.0;0.0;0;0;0;0;0,1;;;;;11;11;;0,08;0,02;0,07;0;;0,2;11;11;0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;redcurrants;124;173.0;currant
Fruits;154;blackcurrants;per 100g;;;;223;53;85;0,9;0,9;0;0,2;;0;0;0;0;0;0;0;0;8;7;1;0;3,6;0;3,3;;0.0;2.0;175.0;30.0;50.0;17.0;1;0;1;0,14;1.0;0,3;;8.0;15.0;0.0;91.0;0.0;180.0;0.0;0.0;0.0;0;0;0;0;1;;;;;;;;0,08;0,04;0,07;0;;0,3;8;8;0;150.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;blackcurrants;125;173.0;currant
Fruits;155;bilberries;per 100g;;;;127;30;91,6;0,6;0,6;0;;;0;0;0;0;0;0;0;0;6;6;0;0;1,8;0;;;0.0;1.0;80.0;15.0;15.0;2.0;1;0;1;0,08;0.0;0,1;;1.0;2.0;0.0;13.0;0.0;140.0;0.0;0.0;0.0;0;0;0;0;1,9;;;;;19,3;19,3;;0,01;0,02;0,04;0;;0,4;11;11;0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;bilberries;126;221.0;bilberry
Fruits;156;cowberries;per 100g;;SE;;237;57;85;0,8;0,8;0;;;1,2;0,8;0,1;0,1;0,7;0,3;0,4;0;8,8;8,7;0,1;0;3,7;0;;;0.0;2.0;90.0;15.0;12.0;7.0;0,6;0;0,6;0,05;0.0;0,2;0,2;14.0;28.0;0.0;140.0;59.0;28.0;;;0.0;0;0;0;0;1;;;;;;;;0,03;0,02;0,07;0;;0,1;11;11;0;13.0;0;0;0;0;0;0;0;0;0;0,07;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,08;0;0;0;0;0,37;0;0;0;0;0,31;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;cowberries;127;;
Fruits;157;blackberries;per 100g;;;;154;37;87;0,9;0,9;0;;;0,2;0,1;0;0;0,1;0,1;0,1;0;5,1;5,1;0;0;3,1;0;1,5;;0.0;2.0;185.0;41.0;25.0;23.0;1;0;1;0,11;0.0;0,2;;12.0;24.0;0.0;130.0;20.0;650.0;0.0;8.0;0.0;0;0;0;0;2,4;;;;;19,8;19,8;;0,03;0,04;0,03;0;;0,4;34;34;0;12.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,06;0;0;0;0;0,05;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;blackberries;128;222.0;blackberry
Fruits;158;lemon;per 100g;;;;153;36;89,2;0,8;0,8;0;;;0,3;0,2;0,1;0,1;0,1;0;0,1;0;3;2;1;0;2;0;4,7;;0.0;1.0;193.0;10.0;25.0;9.0;0,1;0;0,1;0,05;0.0;0,1;;0.0;1.0;0.0;2.0;0.0;4.0;1.0;5.0;0.0;0;0;0;0;0,8;;;;;0;0;;0,06;0,02;0,04;0;;0,2;11;11;0;40.0;0;0;0;0;0;0;0;0;0;0,05;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0,01;0,06;0;0;0;0;0,08;0;0;0;0;0,03;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;lemon;129;113.0;lemon
Fruits;159;cranberries fresh;per 100g;;;;98;24;87;0,4;0,4;0;;;0,1;0,1;0;0;0,1;0;0;0;3,4;3,4;0;0;3,6;0;;;0.0;1.0;87.0;15.0;10.0;7.0;1;0;1;0,05;0.0;0,2;;14.0;28.0;0.0;140.0;59.0;28.0;;;0.0;0;0;0;0;1;;;;;5,1;5,1;;0;0,01;0,07;0;;0,6;2;2;0;15.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,03;0;0;0;0;0,02;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;cranberries;130;229.0;cranberry
Fruits;161;raspberries;per 100g;;;;157;37;88;1,4;1,4;0;;;0,3;0,2;0;0;0,2;0,1;0,1;0;4,5;4,5;0;0;2,5;0;2;;0.0;3.0;228.0;15.0;25.0;19.0;1,5;0;1,5;0,1;0.0;0,3;;2.0;4.0;0.0;18.0;9.0;210.0;11.0;2.0;0.0;0;0;0;0;0,5;;;;;7,8;7,8;;0,09;0,06;0,06;0;;0,3;33;33;0;32.0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,11;0;0;0;0;0,09;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;raspberries;132;233.0;raspberry
Fruits;162;grapefruit;per 100g;;;;156;37;90,2;0,9;0,9;0;;;0;0;0;0;0;0;0;0;6,6;6,6;0;0;1,4;0;1,3;;0.0;1.0;165.0;21.0;15.0;10.0;0,1;0;0,1;0,05;0.0;0,06;;14.0;27.0;0.0;161.0;1.0;20.0;9.0;5.0;277.0;0;0;0;0;0,5;0,5;0;0;0;0;0;;0,07;0,02;0,03;0;;0,2;15;15;0;40.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;grapefruit;133;108.0;grapefruit
Fruits;163;cherries sweet;per 100g;;;;243;57;86;0,9;0,9;0;;;0,4;0,3;0,1;0,1;0,1;0,1;0,1;0;11,5;11,5;0;0;0,9;0;0,8;;0.0;1.0;248.0;20.0;21.0;10.0;0,5;0;0,5;0,07;0.0;0,06;;6.0;12.0;0.0;66.0;3.0;48.0;6.0;6.0;8.0;0;0;0;0;0,1;;;;;2,1;2,1;;0,02;0,02;0,04;0;;0,2;5;5;0;10.0;0;0;0;0;0;0;0;0;0;0,06;0;0,02;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,11;0;0;0;0;0,06;0;0;0;0;0,06;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;cherries sweet;134;224.0;cherry
Fruits;164;gooseberries;per 100g;;;;206;49;88;0,9;0,9;0;;;0;0;0;0;0;0;0;0;9;9;0;0;2,4;0;1,4;;0.0;3.0;198.0;30.0;30.0;7.0;1;0;1;0,06;0.0;0,1;;7.0;14.0;0.0;86.0;0.0;260.0;;0.0;0.0;0;0;0;0;0,4;;;;;;;;0,02;0,01;0,08;0;;0,1;8;8;0;30.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;gooseberries;135;230.0;gooseberry
Fruits;165;manderins;per 100g;;;;194;46;88;0,7;0,7;0;;4.0;0,1;0,1;0;0;0,1;0;0;0;9,9;8,2;1,7;0;0,9;0;;0,3;0.0;1.0;145.0;25.0;19.0;10.0;0,1;0;0,1;0,03;0.0;0,08;;20.0;40.0;0.0;12.0;0.0;70.0;0.0;452.0;0.0;0;0;0;0;0,3;0,3;0;0;0;0,1;0,1;0;0,07;0,03;0,076;0;0,3;0,3;22,6;22,6;0;40.0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,03;0;0;0;0;0,04;0;0;0;0;0,02;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;manderins;136;;mandarin orange
Fruits;166;melon netted;per 100g;;;;114;27;94;0,5;0,5;0;;;0;0;0;0;0;0;0;0;6;6;0;0;0,4;0;;;0.0;15.0;200.0;15.0;10.0;20.0;0,8;0;0,8;0,04;0.0;0,16;;4.0;8.0;0.0;48.0;;;;;;0;0;0;0;0,1;;;;;0,1;0,1;;0,04;0,05;0,06;0;;0,1;3;3;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;netted;137;191.0;melon
Fruits;167;cherries sour;per 100g;;;;221;52;87;1;1;0;;;0;0;0;0;0;0;0;0;11;11;0;0;2,1;0;;;0.0;1.0;248.0;12.0;20.0;10.0;0,4;0;0,4;0,07;1.0;0,1;;65.0;130.0;0.0;740.0;60.0;50.0;20.0;20.0;0.0;0;0;0;0;0,1;;;;;2,1;2,1;;0,02;0,02;0,04;0;;0,3;5;5;0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;cherries sour;138;224.0;cherry
Fruits;168;pear wo skin;per 100g;;;;226;53;85,9;0,3;0,3;0;;3.0;0,2;0,1;0;0;0,1;0;0,1;0;11,7;10;1,7;0;1,6;0;0,3;0;0.0;1.0;136.0;5.0;12.0;6.0;0,1;0;0,1;0,04;0.0;0,17;2,5;2.0;3.0;0.0;18.0;0.0;7.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0,7;0,7;;0,01;0,01;0,015;0;0,3;0,2;2,5;2,5;0;2.0;0;0;0;0;0;0;0;0;0;0,02;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,06;;;;;0,02;;;;;;;;;0;;;;;;;;0;;;;;;;0;;;;;;;;;pear;139;202.0;pear
Fruits;169;peach wo skin;per 100g;;;;172;41;89;1;1;0;;;0;0;0;0;0;0;0;0;7,9;7,9;0;0;1,4;0;0,7;;0.0;0.0;178.0;4.0;22.0;8.0;0,2;0;0,2;0,06;0.0;0,1;;8.0;15.0;0.0;75.0;2.0;49.0;40.0;32.0;0.0;0;0;0;0;0;0;0;0;0,1;5,8;5,8;;0,01;0,02;0,024;0;;0,5;3;3;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;peach;140;201.0;peach
