Food group;NEVO-code;Engelse naam/Food name;Hoeveelheid/Quantity;Opmerking;Bevat sporen van/Contains traces of;Is verrijkt met/Is fortified with;ENERCJ (kJ);ENERCC (kcal);WATER (g);PROT (g);PROTPL (g);PROTAN (g);NT (g);TRP (mg);FAT (g);FACID (g);FASAT (g);FAMSCIS (g);FAPU (g);FAPUN3 (g);FAPUN6 (g);FATRS (g);CHO (g);SUGAR (g);STARCH (g);POLYL (g);FIBT (g);ALC (g);OA (g);ASH (g);CHORL (mg);NA (mg);K (mg);CA (mg);P (mg);MG (mg);FE (mg);HAEM (mg);NHAEM (mg);CU (mg);SE (µg);ZN (mg);ID (µg);VITA_RAE (µg);VITA_RE (µg);RETOL (µg);CARTBTOT (µg);CARTA (µg);LUTN (µg);ZEA (µg);CRYPXB (µg);LYCPN (µg);VITD (µg);CHOCALOH (µg);CHOCAL (µg);ERGCAL (µg);VITE (mg);TOCPHA (mg);TOCPHB (mg);TOCPHD (mg);TOCPHG (mg);VITK (µg);VITK1 (µg);VITK2 (µg);THIA (mg);RIBF (mg);VITB6 (mg);VITB12 (µg);NIAEQ (mg);NIA (mg);FOL (µg);FOLFD (µg);FOLAC (µg);VITC (mg);F4:0 (g);F6:0 (g);F8:0 (g);F10:0 (g);F11:0 (g);F12:0 (g);F13:0 (g);F14:0 (g);F15:0 (g);F16:0 (g);F17:0 (g);F18:0 (g);F19:0 (g);F20:0 (g);F21:0 (g);F22:0 (g);F23:0 (g);F24:0 (g);F25:0 (g);F26:0 (g);FASATXR (g);F10:1CIS (g);F12:1CIS (g);F14:1CIS (g);F16:1CIS (g);F18:1CIS (g);F20:1CIS (g);F22:1CIS (g);F24:1CIS (g);FAMSCXR (g);F18:2CN6 (g);F18:2CN9 (g);F18:2CT (g);F18:2TC (g);F18:2R (g);F18:3CN3 (g);F18:3CN6 (g);F18:4CN3 (g);F20:2CN6 (g);F20:3CN9 (g);F20:3CN6 (g);F20:3CN3 (g);F20:4CN6 (g);F20:4CN3 (g);F20:5CN3 (g);F21:5CN3 (g);F22:2CN6 (g);F22:2CN3 (g);F22:3CN3 (g);F22:4CN6 (g);F22:5CN6 (g);F22:5CN3 (g);F22:6CN3 (g);F24:2CN6 (g);FAPUXR (g);F10:1TRS (g);F12:1TRS (g);F14:1TRS (g);F16:1TRS (g);F18:1TRS (g);F18:2TTN6 (g);F18:3TTTN3 (g);F20:1TRS (g);F20:2TT (g);F22:1TRS (g);F24:1TRS (g);FAMSTXR (g);FAUN (g);cleaned_name;nutrition_index;flavour_index;flavour_name
Fruits;171;orange;per 100g;;;;200;48;88;0,8;0,8;0;;12.0;1;0,8;0,2;0,2;0,4;0,1;0,3;0;7,9;7,7;0,2;0;2;0;;0,4;0.0;1.0;177.0;23.0;24.0;10.0;0,1;0;0,1;0,04;0.0;0,17;2,5;8.0;15.0;0.0;20.0;5.0;50.0;50.0;135.0;0.0;0;0;0;0;0,4;0,4;0;0;0;0,1;0,1;0;0,06;0,03;0,06;0;0,6;0,4;32,6;32,6;0;51.0;0;0;0;0;0;0;0;0;0;0,17;0;0,03;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0,03;0,18;0;0;0;0;0,28;0;0;0;0;0,11;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;orange;142;117.0;orange
Fruits;172;fruit fresh citrus av;per 100g;;;;202;48;88;0,8;0,8;0;;8.0;0,5;0,4;0,1;0,1;0,2;0,1;0,1;0;8,9;7,9;1;0;1,4;0;0,6;0,3;0.0;1.0;159.0;24.0;21.0;10.0;0,1;0;0,1;0,04;0.0;0,12;1,1;14.0;28.0;0.0;17.0;2.0;60.0;22.0;304.0;3.0;0;0;0;;0,3;0,3;0;0;0;0,1;0,1;0;0,07;0,03;0,068;0;0,5;0,3;26,7;26,7;0;45.0;0;0;0;0;0;0;0;0;0;0,09;0;0,02;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0,02;0,09;0;0;0;0;0,14;0;0;0;0;0,06;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;citrus;143;;
Fruits;173;fruit fresh av excl citrus;per 100g;;;;268;63;83,1;0,7;0,7;0;0;5.0;0,2;0,2;0;0;0,1;0;0,1;0;13,5;11,6;1,9;0;1,8;0;0,5;0,4;0.0;1.0;220.0;9.0;20.0;14.0;0,3;0;0,3;0,06;1.0;0,16;1,8;5.0;10.0;0.0;50.0;12.0;43.0;5.0;11.0;54.0;0;0;0;;0,3;0,3;0;0;0,1;3,1;3,1;0;0,03;0,02;0,109;0;0,5;0,4;11,2;11,2;0;16.0;0;0;0;0;0;0;0;0;0;0,04;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,05;0;0;0;0;0,03;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;citrus;144;;
Fruits;174;strawberries in syrup tinned;per 100g;Inclusief vocht.;FAT, SE;;303;71;77;0,5;0,5;0;;;0;0;0;0;0;0;0;0;16,9;16,9;0;0;0,9;0;;;0.0;9.0;87.0;11.0;15.0;7.0;1,1;0;1,1;0,02;0.0;0,1;;2.0;4.0;0.0;21.0;4.0;6.0;0.0;0.0;0.0;0;0;0;0;0,2;;;;;1,5;1,5;;0,01;0,02;0,03;0;;0,3;6;6;0;29.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;;0;0.0;0;0;strawberries;145;803.0;syrup
Fruits;175;apricots dried;per 100g;;;;1203;285;25;5;5;0;;;0;0;0;0;0;0;0;0;59;56;3;0;14,4;0;;;0.0;25.0;1500.0;90.0;120.0;65.0;4;0;4;0,4;7.0;0,2;;202.0;405.0;0.0;2390.0;0.0;44.0;23.0;75.0;0.0;0;0;0;0;4;;;;;3,1;3,1;;0,17;0,16;0,15;0;;3,3;14;14;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;apricots;146;164.0;apricot
Fruits;176;apricots in syrup tinned;per 100g;Inclusief vocht.;;;294;69;80;0,4;0,4;0;;37.0;0,1;0,1;0;0;0,1;0;0,1;0;16,1;16,1;0;0;1,2;0;;;0.0;10.0;150.0;19.0;8.0;5.0;0,2;0;0,2;0,03;0.0;0,1;;55.0;110.0;0.0;658.0;0.0;59.0;16.0;0.0;0.0;0;0;0;0;0,9;;;;;2,2;2,2;;0,01;0,01;0,06;0;0,9;0,3;2;2;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;;0;0.0;0;0;apricots;147;164.0;apricot
Fruits;177;pineapple in syrup tinned;per 100g;Inclusief vocht.;CARTA;;291;69;80,6;0,3;0,3;0;;;0,1;0,1;0;0;0,1;0;0;0;16,1;14,8;1,3;0;1;0;;;0.0;4.0;99.0;10.0;11.0;12.0;0,3;0;0,3;0,05;0.0;0,08;;2.0;3.0;0.0;18.0;0.0;2.0;;2.0;0.0;0;0;0;0;0,1;0,1;0;0;0,1;0,3;0,3;;0,06;0;0,063;0;;0,2;9;9;0;13.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,03;0;0;0;0;0,02;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;pineapple;148;162.0;pineapple
Fruits;178;apples dried;per 100g;;FOL, FOLFD;;1234;292;20;2;2;0;;;0,5;0,4;0,1;0;0,3;0,1;0,2;0;65;51;14;0;9,6;0;;;0.0;10.0;900.0;50.0;50.0;16.0;1;0;1;0,11;1.0;0,5;;6.0;12.0;0.0;53.0;0.0;70.0;12.0;45.0;37.0;0;0;0;0;1,5;;;;;3;3;;0,1;0,1;0,12;0;;0,6;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0,08;0;0,02;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,23;0;0;0;0;0,06;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;apples;149;162.0;apple
Fruits;179;apple sauce tinned;per 100g;Hak, albert heijn.;FOL, FOLFD;;321;76;80,7;0,2;0,2;0;;;0,1;0,1;0;0;0;0;0;0;17,6;17,1;0,6;0;1,9;0;;;0.0;10.0;94.0;4.0;8.0;4.0;0,3;0;0,3;0,02;0.0;0,04;;2.0;4.0;0.0;20.0;0.0;11.0;2.0;7.0;6.0;0;0;0;0;0,4;0,4;0;0;0;0,5;0,5;;0,02;0,02;0,05;0;;0,1;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;;150;162.0;apple sauce
Fruits;180;bilberries in syrup tinned;per 100g;Inclusief vocht.;SE;;281;66;83,3;0,3;0,3;0;;;0,3;0,2;0;0;0,2;0,1;0,1;0;15,1;15,1;0;0;1;0;;;0.0;0.0;130.0;25.0;27.0;5.0;0,5;0;0,5;0,08;0.0;0,2;;1.0;1.0;0.0;7.0;0.0;70.0;0.0;;0.0;0;0;0;0;1;;;;;9,6;9,6;;0,01;0,03;0,11;0;;0,2;4;4;0;10.0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,11;0;0;0;0;0,09;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;bilberries;151;803.0;bilberry
Fruits;181;dates dried;per 100g;;;;1293;305;20;2;2;0;;;0;0;0;0;0;0;0;0;70,5;70,5;0;0;7,5;0;;;0.0;10.0;600.0;70.0;60.0;50.0;1,5;0;1,5;0,26;3.0;0,3;;3.0;7.0;0.0;40.0;;;;;;0;0;0;0;0,7;;;;;3,7;3,7;;0,05;0,1;0,1;0;;2,2;13;13;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;dates;152;177.0;dates
Fruits;182;raspberries in syrup tinned;per 100g;Inclusief vocht.;;;299;71;82;0,5;0,5;0;;;0,3;0,2;0;0;0,2;0,1;0,1;0;15,7;15,5;0,2;0;1,5;0;;;0.0;4.0;100.0;14.0;14.0;11.0;1,7;0;1,7;0,1;0.0;0,3;;1.0;2.0;0.0;9.0;5.0;105.0;6.0;1.0;0.0;0;0;0;0;0,2;;;;;3,9;3,9;;0,01;0,03;0,04;0;;0,1;10;10;0;7.0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,11;0;0;0;0;0,09;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;raspberries;153;803.0;raspberry
Fruits;183;fruit cocktail in syrup tinned;per 100g;Inclusief vocht.;FAT;;317;75;80,3;0,4;0,4;0;;;0;0;0;0;0;0;0;0;17,3;17,3;0;0;2;0;;;0.0;3.0;60.0;14.0;8.0;5.0;0,3;0;0,3;0,14;0.0;0,08;;14.0;27.0;0.0;138.0;0.0;112.0;;52.0;0.0;0;0;0;0;0,8;0,8;0;0;0,1;2,6;2,6;;0,01;0;0,015;0;;0,4;5;5;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;;154;803.0;
Fruits;184;cherries in syrup tinned;per 100g;Op lichte siroop, inclusief vocht.;;;267;63;84,4;0,6;0,6;0;;;0,3;0,2;0,1;0,1;0,1;0;0;0;14,2;14,1;0,1;0;0,5;0;;;0.0;0.0;120.0;15.0;13.0;7.0;0,2;0;0,2;0,05;1.0;0,05;;1.0;3.0;0.0;13.0;2.0;44.0;4.0;5.0;10.0;0;0;0;0;0,1;;;;;1,4;1,4;;0,02;0,01;0,22;0;;0,1;5;5;0;1.0;0;0;0;0;0;0;0;0;0;0,05;0;0,02;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,08;0;0;0;0;0,05;0;0;0;0;0,05;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;cherries;155;803.0;cherry
Fruits;185;currants dried;per 100g;;;;1381;326;14;2;2;0;;;0;0;0;0;0;0;0;0;75;75;0;0;9;0;;;0.0;15.0;700.0;50.0;90.0;36.0;2;0;2;0,81;8.0;0,23;;1.0;1.0;0.0;6.0;;;;;;0;0;0;0;0,7;;;;;3,7;3,7;;0,07;0,03;0,17;0;;0,4;4;4;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;currants;156;173.0;currant
Fruits;186;tangerines in syrup tinned;per 100g;Inclusief vocht.;CU, FAT, NIA, SE, VITE;;249;59;84,8;0,5;0,5;0;;;0;0;0;0;0;0;0;0;14;14;0;0;0,3;0;;;0.0;6.0;49.0;17.0;8.0;7.0;0,2;0;0,2;0;0.0;0,12;;80.0;161.0;0.0;70.0;12.0;50.0;0.0;1774.0;0.0;0;0;0;0;0;0;0;0;0;0;0;;0,06;0,01;0,03;0;;0;12;12;0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;tangerines;157;244.0;tangerine
Fruits;187;pear dried;per 100g;;FOL, FOLFD, VITE;;1216;287;25;2;2;0;;;0;0;0;0;0;0;0;0;65;51;14;0;9,6;0;;;0.0;10.0;750.0;100.0;150.0;35.0;1;0;1;0,3;2.0;0,5;;8.0;15.0;0.0;86.0;0.0;;0.0;10.0;0.0;0;0;0;0;0;0;0;0;0;3,6;3,6;;0,2;0,04;0,12;0;;0,5;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;;0;;;;;;;;0;;;;;;;0;;;;;;;;;pear;158;202.0;pear
Fruits;188;pears in syrup tinned;per 100g;Inclusief vocht.;CARTA, CARTBTOT, CRYPXB, LUTN, VITA_RAE, VITA_RE;;271;64;81;0,3;0,3;0;;;0;0;0;0;0;0;0;0;14,7;14,7;0;0;2;0;;;0.0;3.0;65.0;14.0;8.0;5.0;0,2;0;0,2;0,04;0.0;0,06;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0,4;0,4;0;0;0,1;0,3;0,3;;0,01;0;0,019;0;;0,1;3;3;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;;0;;;;;;;;0;;;;;;;0;;;;;;;;;pears;159;202.0;pear
Fruits;189;peaches in syrup tinned;per 100g;Op lichte siroop, inclusief vocht.;CARTA;;263;62;81,1;0,4;0,4;0;;;0;0;0;0;0;0;0;0;14,6;14;0,6;0;1;0;;;0.0;4.0;110.0;3.0;11.0;5.0;0,2;0;0,2;0,14;0.0;0,08;;12.0;24.0;0.0;100.0;0.0;28.0;42.0;82.0;;0;0;0;0;;;;;;2,9;2,9;;0,01;0,01;0,02;0;;0,6;7;7;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;peaches;160;201.0;peach
Fruits;190;prunes;per 100g;;;;842;199;34,9;1,6;1,6;0;0,3;;0,4;0,3;0,1;0;0;0;0;0;47,9;38,1;0,2;9,6;5,1;0;0,9;1,7;0.0;3.0;610.0;50.0;66.0;30.0;0,4;0;0,4;0,23;1.0;0,28;0,8;7.0;14.0;0.0;15.0;140.0;120.0;0.0;0.0;0.0;0;0;0;0;0,4;;;;;;12,8;;0,03;0,03;0,25;0;;0,4;2,5;2,5;0;0.0;0;0;0;0;0;0,01;0;0,02;0;0,08;0;0,04;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;prunes;161;;
Fruits;191;plums in syrup tinned;per 100g;Inclusief vocht.;FAT, FOL, FOLFD, SE;;277;65;81,4;0,3;0,3;0;;;0;0;0;0;0;0;0;0;15,5;15,5;0;0;1;0;;;0.0;6.0;79.0;9.0;10.0;4.0;0,1;0;0,1;0,04;0.0;0,07;;15.0;31.0;0.0;180.0;1.0;78.0;0.0;7.0;0.0;0;0;0;0;0,3;;;;;3,8;3,8;;0,01;0,01;0,02;0;;0,3;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;;0;0.0;0;0;plums;162;207.0;plum
Fruits;192;fruit mixed dried;per 100g;;;;1081;256;28,3;2,7;2,7;0;;;0,3;0,2;0,1;0;0,1;0;0,1;0;56,1;46,9;5,2;0;9;0;;;0.0;11.0;923.0;67.0;89.0;38.0;1,6;0;1,6;0,26;3.0;0,32;;61.0;121.0;0.0;683.0;59.0;75.0;8.0;30.0;6.0;0;0;0;;1,5;;;;;7,2;7,2;;0,1;0,08;0,183;0;;1,3;4,9;4,9;0;0.0;0;0;0;0;0;0;0;0,01;0;0,05;0;0,02;0;0;0;0;0;0;0.0;0.0;;0;0;0;0;0;0;0;0;;0,06;0;;0;;0,01;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;;0;;163;;
Fruits;193;figs dried;per 100g;;;;1095;259;30,1;3,3;3,3;0;;;0,9;0,7;0,1;0,2;0,3;0;0,3;0;54,1;47,9;6,2;0;9,8;0;0,5;1,9;0.0;10.0;680.0;162.0;67.0;68.0;2;0;2;0,29;1.0;0,55;;5.0;11.0;0.0;64.0;;;;;;0;0;0;0;0,4;0,4;0;0;0,4;15,6;15,6;;0,09;0,08;0,106;0;;0,6;9;9;0;1.0;0;0;0;0;0;0;0;0,01;0;0,11;0;0,03;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,16;0;0;0;0;0,35;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;figs;164;181.0;fig
Fruits;194;fruit in syrup tinned;per 100g;Inclusief vocht.;;;275;65;81,4;0,3;0,3;0;;;0,1;0,1;0;0;0;0;0;0;15;14,7;0,3;0;1,5;0;;;0.0;3.0;85.0;12.0;10.0;7.0;0,2;0;0,2;0,06;0.0;0,07;;2.0;5.0;0.0;23.0;0.0;14.0;5.0;13.0;1.0;0;0;0;;0,2;0,2;0;0;0;1,1;1,1;;0,02;0;0,056;0;;0,2;4,9;4,9;0;5.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,02;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;;165;803.0;syrup
Fruits;195;infant food fruit 8 months;per 100g;Olvarit.;;;314;74;81,1;0,6;0,6;0;;;0,1;0,1;0;0;0,1;0;0;0;17,1;13,3;3,8;0;1,2;0;;;0.0;23.0;154.0;40.0;30.0;10.0;0,3;0;0,3;0,13;2.0;0,15;;5.0;10.0;0.0;40.0;9.0;48.0;11.0;33.0;16.0;0;0;0;0;;;;;;;;;;;;0;;;3;3;0;24.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;;166;;
Legumes;196;peas marrowfat canned;per 100g;;VITC;;453;108;69;7,1;7,1;0;1,1;68.0;0,8;0,6;0,1;0,2;0,3;0,1;0,3;0;14,8;0,3;14,5;0;6,5;0;;0,9;0.0;113.0;249.0;32.0;112.0;27.0;1,2;0;1,2;0,28;2.0;0,85;0,5;0.0;0.0;0.0;2.0;;;;;;0;0;0;0;0,3;0;0,1;0,1;3,1;4,8;4,8;0;0,08;0,01;0,019;0;1,6;0,5;3,9;3,9;0;0.0;;;;0;0;0;;0;0;0,08;0,01;0,03;;0;0;0;0;0;;;;;;;0;0,17;0;0;0;;0,27;0;;;;0,06;0;0;0;0.0;0;;0;;0;;0;;;0;0;0;0;0.0;;;;;0;0;0;;0;;0;;;0,01;peas marrowfat;167;288.0;peas
Legumes;197;beans white baked in tomato sauce canned;per 100g;;;;426;101;73;5,7;5,7;0;0,9;64.0;0,6;0,5;0,1;0,1;0,3;0,2;0,1;0;15,2;3,6;11,6;0;6,1;0;;1,6;0.0;246.0;341.0;56.0;101.0;37.0;1,6;0;1,6;0,25;3.0;0,64;0,6;7.0;14.0;0.0;84.0;0.0;0.0;0.0;0.0;1796.0;0;0;0;0;0,5;0,4;0,1;0,1;0,9;1,7;1,7;;0,14;0,04;0,03;0;1,6;0,5;20,8;20,8;0;0.0;0;0;0;0;0;0;0;0,01;0;0,08;0;0,02;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,05;0;0;0;0;0,13;;;;;0,18;0;0;0;;;;0;;0;;0;;;0;0;0;0;0.0;;;;;;;;;;;;;;0,01;beans    tomato;168;284.0;beans
Nuts and seeds;198;almonds blanched unsalted;per 100g;;;;2609;631;5,6;21,7;21,7;0;;214.0;55,8;53;3,7;34,8;14,5;0,1;14,4;0;7,1;3,8;3,3;0;7;0;;2,9;0.0;5.0;822.0;283.0;625.0;305.0;3,3;0;3,3;0,65;2.0;3,1;2,5;0.0;1.0;0.0;5.0;0.0;5.0;12.0;1.0;0.0;0;0;0;0;21,8;21,6;0,2;0;0,7;;;;0,15;0,7;0,06;0;7,9;4,3;26;26;0;0.0;0;0;0;0;0;0;0;0;0;2,92;0,05;0,69;0;0,05;;0;0;0;;;;;0;0;0,21;34,29;0,21;0;0;0,05;14,42;;;;;0;0;0;0;;;;0;0,05;0;0;;;0;0;;;0;;0;;;;;0;0;;;;;;;0;almonds blanched;169;281.0;almond
Nuts and seeds;199;cashew nuts unsalted;per 100g;;;;2552;615;2,9;21,2;21,2;0;;305.0;48,9;46,9;8,4;30,6;8;0;8;0;20,8;5;15,8;0;3,8;0;;2,5;0.0;10.0;682.0;44.0;607.0;269.0;6,7;0;6,7;1,7;37.0;5,8;2,5;1.0;2.0;0.0;9.0;0.0;54.0;2.0;2.0;0.0;0;0;0;0;1,9;1,2;0,1;0,3;5,9;;;;0,29;0,13;0,195;0;9,4;4,3;29,3;29,3;0;0.0;0;0;0;0;0;0;0;0,05;0;4,74;0,05;3,1;0;0,24;;0,09;0;0,09;;;;;0;0;0,14;30,23;0,14;0;0;0,05;7,98;;;;;0,05;0;0;0;;;;0;0;0;0;;;;;;;0;;0;;;;;0;0;;;;;;;0,05;cashew;170;295.0;cashew nut
Nuts and seeds;200;hazelnuts unsalted;per 100g;;;;2763;670;4,5;16,4;16,4;0;2,6;;63;59,9;4,6;47,1;8,2;0,1;8,1;0;4,8;4,3;0,5;0;9;0;0;2;0.0;1.0;720.0;160.0;320.0;160.0;3,6;0;3,6;1,5;2.0;2,25;5,6;1.0;2.0;0.0;11.0;3.0;;;0.0;0.0;0;0;0;0;15,2;15;0,3;0;0;;;;0,38;0,11;0,34;0;;1,1;121;121;0;4.0;0;0;0;0;;0;0;0;0;3,19;0;1,31;;0,11;;0;;0;;;;;;0;0,12;46,82;0,14;0;0;;8,08;;;;;0,09;;0;0;;;;0;;0;;;;;;;0;0;;;;;;;;;;;;;;;;hazelnuts;171;293.0;hazelnut
Nuts and seeds;201;chestnuts raw;per 100g;;SE;;796;189;54;4;4;0;;;2,7;2,5;0,5;1;1,1;0,1;1;0;35;6;29;0;4,1;0;;;0.0;5.0;600.0;40.0;90.0;45.0;1;0;1;0,23;0.0;0,5;0,1;0.0;0.0;0.0;;;;;;;0;0;0;0;1,2;;;;;;;;0,3;0,05;0,3;0;;1;58;58;0;0.0;;;;;;;;;;0,42;;0,03;;0,01;;;;;;;;;;;0,02;0,97;;;;;0,95;;;;;0,11;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;chestnuts;172;295.0;chestnut
Fruits;202;coconut meat;per 100g;;;;1671;406;38;4;4;0;;;40;37,6;30,5;5;2;0;2;0;3;1;2;0;9;0;;;0.0;25.0;400.0;20.0;90.0;32.0;2;0;2;0,44;10.0;1,1;0,3;0.0;0.0;0.0;0.0;;;;;;0;0;0;0;0,3;0,2;0;0;0,5;;;;0,03;0,01;0,04;0;;0,3;26;26;0;0.0;0;0;1,69;1,32;;14,03;;7,9;0;4,93;0;0,64;;0;;0;;0;;;;;;0;0;5,04;0;0;0;;1,96;;;;;0;;0;0;;;;;;0;;;;;0;;;0;;;;;;;;;;;;;;;0,04;coconut;173;172.0;coconut
